 0 1 2 3
0 -0.9367585810291943 -1.0353215353415706 0.35066715855720415 -1.9166277502765001
1 -2.1380336155022035 -0.9444152450999772 -1.6142617291365784 -0.8274915827018461
2 -0.16496474797151767 1.554801403118824 0.7986991768175482 0.020841245203719504
3 -0.00024288517134476515 1.7524950376343136 -1.016496509519169 -0.194266217133399
4 -0.2000880431169574 0.5203535349368098 0.6448225289616353 0.9430439803779127
5 -0.680627646580697 -0.09891789941622844 -1.2522211094815607 0.44955107339282857
6 0.008098115188612984 0.9426387227003736 -1.1577034965627933 -0.4764157733407211
7 1.2142014258067877 -0.9455344922044739 1.1229615371956538 -0.2922699840630073
8 0.6050658216913972 -0.5970519300360188 0.23081224968237743 -0.45259814089274175
9 -1.7308470503883204 -0.3381474013883246 -0.14499958130717802 -0.10839507635410568
